,»óÇ°±º,»óÇ°±º2,»ý¼ºÀÏÀÚ,´ëÇ¥»óÇ°ÄÚµå,»óÇ°¸í,»óÇ°ÄÚµå,ÀÌÀü»óÇ°ÄÚµå,º¯°æ»óÇ°ÄÚµå,½Ç¸°´õ NO,À¯»ç ½Ç¸°´õ¹øÈ£,ÃÖÁ¾»ý»êÁö,ÃÖÁ¾»ý»êÁö¸í,Lab No,B/P Type,B/P¹«°Ô,¿øÁÖ,ÆÞ,C/L,Gloss,Surface,Anti-Tape,1Â÷»ý»êÁö,1Â÷»ý»êÁö¸í,ºñ°í,Spec-Out,Spec-OutÀÏÀÚ,±¸ºÐ
5436,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160818/10,,,57074,,, ,160818/10,,,,,,,,,, ,,,,»ùÇÃ
5437,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160819/10,,,57074,,, ,160819/10,,,,,,,,,, ,,,,»ùÇÃ
5438,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160820/10,,,57074,,, ,160820/10,,,,,,,,,, ,,,,»ùÇÃ
5439,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160821/10,,,57074,,, ,160821/10,,,,,,,,,, ,,,,»ùÇÃ
5440,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160822/10,,,57074,,, ,160822/10,,,,,,,,,, ,,,,»ùÇÃ
5441,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160823/10,,,57074,,, ,160823/10,,,,,,,,,, ,,,,»ùÇÃ
5442,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160824/10,,,57074,,, ,160824/10,,,,,,,,,, ,,,,»ùÇÃ
5443,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20151001,,Linus,57074-L160825/10,,,57074,,, ,160825/10,,,,,,,,,, ,,,,»ùÇÃ
5444,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150924,,Royal Planked Natural Oak,10019-L160769,,,10019,,, ,160769,,,,,,,,,, ,,,,»ùÇÃ
5445,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150922,,Tribeca,14-12057-103,,,12057,,IMP0001,SE,158780,115,70,1300,X,NO,,,,, ,,,,·±´×
5446,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150914,,Agora,14-26007-145,,,26007,,IMP0001,SE,158034/11,244,70,1300,X,NO,,,,, ,,,,·±´×
5447,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150914,,Maracaibo,14-26048-004,,,26048,,IMP0001,SE,145991/13,204,65,1300,X,NO,,,,, ,,,,
5448,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150911,,Santana Oak,14-10175-124,14-10175-001,,10175,,IMP0004,SH,,164,70,1300,X,NO,,,,, ,,,,»ùÇÃ
5449,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150911,,Fiordipelle,54046-L125027/11,,,54046,,, ,125027/11,,,,,,,,,, ,,,,»ùÇÃ
5450,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150911,,Poseidon,56064-L158713/10,,,56064,,, ,158713/10,,,,,,,,,, ,,,,»ùÇÃ
5451,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150908,,Twist,54056-L078603/14,,,54056,,, ,078603/14,,,,,,,,,, ,,,,»ùÇÃ
5452,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150902,,LARIX KOMBI,14-01038-119,,,01038,,IMP0001,SE,,,70,,X,,,,,, ,,,,·±´×
5453,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150902,,FIORDIPELLE,14-54046-003,,,54046,,IMP0001,SE,125026,,70,,O,,,,,, ,,,,·±´×
5454,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150826,,Cheyenne Oak,10131-L160064/10,,,10131,,, ,160064/10,,,,,,,,,, ,,,,»ùÇÃ
5455,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150826,,Altai Larch,14-01037-003,,,01037,,IMP0004,SH,130927,115,70,1300,X,NO,,,,, ,Ç°¹øº¯°æ:#003¡æ#111,,,»ùÇÃ
5456,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150826,,San Diego Butternut,20200-L160038/10,,,20200,,, ,160038/10,,,,,,,,,, ,,,,»ùÇÃ
5457,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150826,,Melange,57066-L160037/10,,,57066,,, ,160037/10,,,,,,,,,, ,,,,»ùÇÃ
5458,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150818,,Wendelstein Oak,14-10003-172,,,10003,,IMP0004,SH,,204,70,1300,X,NO,,,,, ,,,,·±´×
5459,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150818,,Agora,26007-L158034/10,,,26007,,IMP0001,SE,,,70,,,,,,,, ,,,,·±´×
5460,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150807,,Matera,50056-L159719,,,50056,,, ,159719,,,,,,,,,, ,,,,»ùÇÃ
5461,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150807,,Matera,50056-L159720,,,50056,,, ,159720,,,,,,,,,, ,,,,»ùÇÃ
5462,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150806,,Palm Beach Ash,11049-L152777/11,,,11049,,IMP0001,SE,L152777/11,,70,,X,,,,,, ,,,,·±´×
5463,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150729,,Xigaze Oak excl,14-10158-100,,,10158,,IMP0004,SH,,164,70,1100,X,NO,,,,, ,,,,·±´×
5464,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150727,,Canyon Mandarin Oak,10194 - L129072/12,,,10194,,IMP0001,SE,L129072/12,244,70,,,,,,,, ,,,,·±´×
5465,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Heritage Pine,01014-L115530,,,01014,,, ,115530,,,,,,,,,, ,,,,»ùÇÃ
5466,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Heritage Pine,01014-L115531,,,01014,,, ,115531,,,,,,,,,, ,,,,»ùÇÃ
5467,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Heritage Pine,01014-L115532,,,01014,,, ,115532,,,,,,,,,, ,,,,»ùÇÃ
5468,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Heritage Pine,01014-L115533,,,01014,,, ,115533,,,,,,,,,, ,,,,»ùÇÃ
5469,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Oregon Pine,01080-L142588,,,01080,,, ,142588,,,,,,,,,, ,,,,»ùÇÃ
5470,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Castle Oak,10016-L77852,,,10016,10316,, ,77852,,,,,,,,,, ,,,,»ùÇÃ
5471,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Palace Oak,10071-L78834,,,10071,,, ,78834,,,,,,,,,, ,,,,»ùÇÃ
5472,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,White Wash Oak,10115-L79421,,,10115,,, ,79421,,,,,,,,,, ,,,,»ùÇÃ
5473,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Chambery Oak,10117-L119057,,,10117,,, ,119057,,,,,,,,,, ,,,,»ùÇÃ
5474,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon White Wash Oak,10153-L118126,,,10153,,, ,118126,,,,,,,,,, ,,,,»ùÇÃ
5475,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Madeira Oak,10210-L134590,,,10210,,, ,134590,,,,,,,,,, ,,,,»ùÇÃ
5476,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Madeira Oak,10210-L134631,,,10210,,, ,134631,,,,,,,,,, ,,,,»ùÇÃ
5477,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Madeira Oak,10210-L134638,,,10210,,, ,134638,,,,,,,,,, ,,,,»ùÇÃ
5478,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Avantgarde Oak,10255-L145891,,,10255,,, ,145891,,,,,,,,,, ,,,,»ùÇÃ
5479,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Authentic Oak,10620-L117717,,,10620,,, ,117717,,,,,,,,,, ,,,,»ùÇÃ
5480,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Authentic Oak,10620-L117718,,,10620,,, ,117718,,,,,,,,,, ,,,,»ùÇÃ
5481,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Palace Oak,10624-L117018,,,10624,,, ,117018,,,,,,,,,, ,,,,»ùÇÃ
5482,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,College Oak 2-board,10661-L144174,,,10661,,, ,144174,,,,,,,,,, ,,,,»ùÇÃ
5483,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Kuoshentake Ash,11093-L200105,,,11093,,, ,200105,,,,,,,,,, ,,,,»ùÇÃ
5484,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Kuoshentake Ash,11093-L200118,,,11093,,, ,200118,,,,,,,,,, ,,,,»ùÇÃ
5485,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Havana Ash 2-board,11625-L120358,,,11625,,, ,120358,,,,,,,,,, ,,,,»ùÇÃ
5486,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Cottage Chestnut,12604-L79610,,,12604,,, ,79610,,,,,,,,,, ,,,,»ùÇÃ
5487,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Cottage Chestnut,12604-L79611,,,12604,,, ,79611,,,,,,,,,, ,,,,»ùÇÃ
5488,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Sibiu Larch,14-01044-001,,,01044,,, ,138059/11,,,,,,,,,, ,,,,»ùÇÃ
5489,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Sibiu Larch,14-01044-002,,,01044,,, ,137977/15,,,,,,,,,, ,,,,»ùÇÃ
5490,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Sibiu Larch,14-01044-004,,,01044,,, ,138018/11,,,,,,,,,, ,,,,»ùÇÃ
5491,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Kiruna Pine,14-02005-119,,,02005,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5492,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Wendelstein Oak,14-10003-133,,,10003,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5493,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Amber Oak,14-10061-003,,,10061,,, ,76814,,,,,,,,,, ,,,,»ùÇÃ
5494,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Amber Oak,14-10061-004,,,10061,,, ,76797,,,,,,,,,, ,,,,»ùÇÃ
5495,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Raising Oak excl,14-10140-101,,,10140,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5496,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canterbury Oak,14-10144-001,,14-10345-111,10144,10345,IMP0001,SE,119521/17,115,70,1300,NO,NO,,,,, ,CANTERBURY OAK,,,·±´×
5497,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Makit Oak excl,14-10230-100,,,10230,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5498,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Beaufort Oak,14-10239-002,,,10239,,, ,139462/11,,,,,,,,,, ,,,,»ùÇÃ
5499,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Bonifacio Oak,14-10249-002,,,10249,,, ,142631,,,,,,,,,, ,,,,»ùÇÃ
5500,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Rovere otello,14-10299-001,,,10299,,, ,145846/11,,,,,,,,,, ,,,,»ùÇÃ
5501,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Select Oak 2-bord F,14-10606-001,,,10606,,, ,55511,,,,,,,,,, ,,,,»ùÇÃ
5502,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Oak Premium,14-10612-001,,,10612,,, ,73106,,,,,,,,,, ,,,,»ùÇÃ
5503,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Oak Premium,14-10612-002,,,10612,,, ,73109,,,,,,,,,, ,,,,»ùÇÃ
5504,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Authentic Oak,14-10620-004,,,10620,,, ,121352,,,,,,,,,, ,,,,»ùÇÃ
5505,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Red Oak II,14-10955-116,,,10955,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5506,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Ribeira Esche CN,14-11340-100,,,11340,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5507,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Bordeaus Ruster,14-12025-003,,,12025,,, ,114486,,,,,,,,,, ,,Yes,20200807,»ùÇÃ
5508,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Armagnac Elm,14-12029-105,,,12029,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5509,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Cottage Chestnut,14-12604-001,,,12604,,, ,112188,,,,,,,,,, ,,,,»ùÇÃ
5510,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Sotschi Maple,14-16089-010,,,16089,,, ,141219/11,,,,,,,,,, ,,,,»ùÇÃ
5511,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Michigan Walnut,14-20185-003,,,20185,,, ,145597/11,,,,,,,,,, ,,,,»ùÇÃ
5512,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Samoa Teak,14-24007-005,,,24007,,, ,72605,,,,,,,,,, ,,,,»ùÇÃ
5513,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Messina,14-54082-002,,,54082,,, ,124417/11,,,,,,,,,, ,,,,»ùÇÃ
5514,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Messina,14-54082-003,,,54082,,, ,124416/11,,,,,,,,,, ,,,,»ùÇÃ
5515,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Messina,14-54082-004,,,54082,,, ,124415/11,,,,,,,,,, ,,,,»ùÇÃ
5516,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Rafia,14-56027-003,,,56027,,, ,118909,,,,,,,,,, ,,,,»ùÇÃ
5517,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Canyon Mountain Walnut,20112-L118343,,,20112,,, ,118343,,,,,,,,,, ,,,,»ùÇÃ
5518,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Afromosia Select 2-board,23652-L76854,,,23652,,, ,76854,,,,,,,,,, ,,,,»ùÇÃ
5519,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150723,,Afromosia Select 2-board,23652-L76874,,,23652,,, ,76874,,,,,,,,,, ,,,,»ùÇÃ
5520,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150722,,Niagara Oak,14-10024-392,,,10024,,IMP0004,SH,157845,164,70,1300,X,NO,,,,, ,,,,·±´×
5521,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150722,,Denver Oak,14-10101-136,,,10101,,IMP0004,SH,157846,204,70,1300,X,NO,,,,, ,2016.10/19- G º¯°æ,,,·±´×
5522,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150721,,Poseidon,14-56064-003,,,56064,,, ,158689,,,,,,,,,, ,,,,»ùÇÃ
5523,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150721,,Poseidon,14-56064-004,,,56064,,, ,158716,,,,,,,,,, ,,,,»ùÇÃ
5524,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Avantgarde Oak,10255-L145887,,,10255,,, ,145887,,,,,,,,,, ,,,,»ùÇÃ
5525,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Avantgarde Oak,10255-L145889,,,10255,,, ,145889,,,,,,,,,, ,,,,»ùÇÃ
5526,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Avantgarde Oak,10255-L145890,,,10255,,, ,145890,,,,,,,,,, ,,,,»ùÇÃ
5527,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Brentwood Oak,10258-L146427,,,10258,,, ,146427,,,,,,,,,, ,,,,»ùÇÃ
5528,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Brentwood Oak,10258-L146428,,,10258,,, ,146428,,,,,,,,,, ,,,,»ùÇÃ
5529,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Medieval Oak,10264-L145891,,,10264,,, ,145891,,,,,,,,,, ,,,,»ùÇÃ
5530,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Medieval Oak,10264-L148335,,,10264,,, ,148335,,,,,,,,,, ,,,,»ùÇÃ
5531,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Medieval Oak,10264-L148336,,,10264,,, ,148336,,,,,,,,,, ,,,,»ùÇÃ
5532,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Canyon Medieval Oak,10264-L148444,,,10264,,, ,148444,,,,,,,,,, ,,,,»ùÇÃ
5533,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Olmo Laevis,12045 - L137274,,,12045,,IMP0001,SE,L137274,,,,,,,,,, ,,,,·±´×
5534,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Altai Larch,14-01037-002,,,01037,,IMP0004,SH,,,70,,X,,,,,, ,,,,·±´×
5535,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Brentwood Oak,14-10258-001,,,10258,,, ,146378/11,,,,,,,,,, ,,,,»ùÇÃ
5536,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Sherwood Oak,14-10268-006,,,10268,,, ,147500/11,,,,,,,,,, ,,,,»ùÇÃ
5537,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Sherwood Oak,14-10268-007,,,10268,,, ,147660/11,,,,,,,,,, ,,,,»ùÇÃ
5538,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Marrakesh Walnut,14-20186-002,,,20186,,, ,146055/11,,,,,,,,,, ,,,,»ùÇÃ
5539,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Marrakesh Walnut,14-20186-003,,,20186,,, ,146054/11,,,,,,,,,, ,,,,»ùÇÃ
5540,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Marrakesh Walnut,14-20186-004,,,20186,,IMP0001,SE,146523,,,,,,,,,, ,,,,»ùÇÃ
5541,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Infinity,14-50049-001,,,50049,,, ,145533/11,,,,,,,,,, ,,,,»ùÇÃ
5542,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Infinity,14-50049-002,,,50049,,, ,145583/11,,,,,,,,,, ,,,,»ùÇÃ
5543,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Infinity,14-50049-003,,,50049,,, ,145610/11,,,,,,,,,, ,,,,»ùÇÃ
5544,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Infinity,14-50049-004,,,50049,,, ,145614/11,,,,,,,,,, ,,,,»ùÇÃ
5545,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Matera,50056 - L155915,,,50056,,IMP0001,SE,L155915,,,,X,,,,,, ,,,,·±´×
5546,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150720,,Fiordipelle,54046 - L125026,,,54046,,IMP0001,SE,125026,,,,O,,,,,, ,,,,·±´×
5547,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150707,,Niagara Oak,10024-L157845/11,,,10024,,, ,157845/11,,,,,,,,,, ,,,,»ùÇÃ
5548,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150707,,Denver Oak,10101-L157846/11,,,10101,,, ,157846/11,,,,,,,,,, ,,,,»ùÇÃ
5549,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150707,,Life Oak II,14-10946-110,,,10946,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5550,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150702,,Canyon Mandarin Oak,14-10194-003,,,10194,,IMP0001,SE,129072/12,244,70,1399,X,NO,,,,, ,,,,·±´×
5551,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150701,,Denver Oak,10101-L158295/10,,,10101,,, ,158295/10,,,,,,,,,, ,,,,»ùÇÃ
5552,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150701,,Chesterfield Oak,10233-L156265,,,10233,,, ,156265,,,,,,,,,, ,,,,»ùÇÃ
5553,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150701,,Chesterfield Oak,10233-L156266,,,10233,,, ,156266,,,,,,,,,, ,,,,»ùÇÃ
5554,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150630,,Nabucco Cherry,21117-L158805,,,21117,,, ,158805,,,,,,,,,, ,,,,»ùÇÃ
5555,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150618,,Riviera Oak,14-10200-003,,,10200,,, ,155428,,,,,,,,,, ,,,,·±´×
5556,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150610,,Karelia Pine,14-01322-100,,,01322,,, ,,,,,,,,,,, ,,,,»ùÇÃ
5557,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Canyon Longleaf Pine,02022-L154863/11,,,02022,,, ,154863/11,,,,,,,,,, ,,Yes,20231218,»ùÇÃ
5558,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Laricio Pine Quer,14-01024-001,,,01024,,IMP0003,SRL,119632,217,70,,X,NO,,,,, ,,,,·±´×
5559,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Idaho,14-05025-002,,,05025,,, ,150108/11,,,,,,,,,, ,,,,»ùÇÃ
5560,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Idaho,14-05025-003,,,05025,,, ,150928/11,,,,,,,,,, ,,,,»ùÇÃ
5561,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,San Diego Butternut,14-20200-001,,,20200,,, ,155791,,,,,,,,,, ,,,,»ùÇÃ
5562,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Castle Walnut 2-board,14-20621-002,,,20621,,, ,155564/11,,,,,,,,,, ,,,,»ùÇÃ
5563,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Canyon Vintage Teak,14-24050-001,,,24050,,, ,152050,,,,,,,,,, ,,,,»ùÇÃ
5564,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Canyon Vintage Teak,14-24050-003,,,24050,,, ,152052,,,,,,,,,, ,,,,»ùÇÃ
5565,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Piccadilly,14-26061-001,,,26061,,, ,149002/11,,,,,,,,,, ,,,,»ùÇÃ
5566,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Piccadilly,14-26061-002,,,26061,,, ,148936/11,,,,,,,,,, ,,,,»ùÇÃ
5567,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Alcatraz,14-51046-003,,,51046,,IMP0001,SE,152845,115,70,1100,X,NO,,,,, ,»ùÇÃAG / »ý»êSRL,,,»ùÇÃ
5568,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Oriental Brown,14-54115-001,,,54115,,, ,152493/12,,,,,,,,,, ,,,,»ùÇÃ
5569,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Metalwork FHS,14-54117-002,,,54117,,, ,153990/11,,,,,,,,,, ,,,,»ùÇÃ
5570,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Arabesk,14-56062-001,,,56062,,, ,152360/11,,,,,,,,,, ,,,,»ùÇÃ
5571,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Arabesk,14-56062-005,,,56062,,, ,155113/11,,,,,,,,,, ,,,,»ùÇÃ
5572,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Poseidon,14-56064-001,,,56064,,, ,158711,,,,,,,,,, ,,,,»ùÇÃ
5573,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Poseidon,14-56064-002,,,56064,,, ,158713,,,,,,,,,, ,,,,»ùÇÃ
5574,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,Linus,14-57074-001,,,57074,,, ,152529,,,,,,,,,, ,,,,»ùÇÃ
5575,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150609,,San Diego Butternut,20200-L155444,,,20200,,, ,155444,,,,,,,,,, ,,,,»ùÇÃ
5576,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Canyon Arctic Pine,14-01049-002,,,01049,,, ,154928,,,,,,,,,, ,,,,»ùÇÃ
5577,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Kassandra Pine,14-01061-005,,,01061,,IMP0001,SE,157343/11,244,65,1300,X,NO,,,,, ,,,,·±´×
5578,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Canyon Longleaf Pine,14-02022-001,,,02022,,, ,154863/11,,,,,,,,,, ,,Yes,20231218,»ùÇÃ
5579,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Canyon Longleaf Pine,14-02022-002,,,02022,,, ,154779,,,,,,,,,, ,,Yes,20231218,»ùÇÃ
5580,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Cottage Pine 2-board,14-02604-002,,,02604,,, ,155493/11,,,,,,,,,, ,,,,»ùÇÃ
5581,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Jenissei Birch,14-05033-001,,,05033,,, ,156474/11,,,,,,,,,, ,,,,»ùÇÃ
5582,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Jenissei Birch,14-05033-002,,,05033,,, ,156487,,,,,,,,,, ,,,,»ùÇÃ
5583,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Stirling Oak,14-10260-001,,,10260,,IMP0001,SE,145285/16,,,,,,,,,, ,,,,»ùÇÃ
5584,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20150605,,Rovere Kendal,14-10263-001,,,10263,,, ,154689,,,,,,,,,, ,,,,»ùÇÃ
