파일명,파일ID,카카오톡_전송용_URL,추출된_품번
14-26084-002.jpg,1lK0x403Mn91nA2vrDkTgsLuVS6XcikCw,https://drive.google.com/uc?export=view&id=1lK0x403Mn91nA2vrDkTgsLuVS6XcikCw,14-26084-002
14-26084-001.jpg,14ivoJMDgauvP5oLsKvzH_bK8eJ6Ykj8h,https://drive.google.com/uc?export=view&id=14ivoJMDgauvP5oLsKvzH_bK8eJ6Ykj8h,14-26084-001
14-26083-004.jpg,1uuR44_cREtyNUwvcm9WmREuTveqlCNxU,https://drive.google.com/uc?export=view&id=1uuR44_cREtyNUwvcm9WmREuTveqlCNxU,14-26083-004
14-26083-003.jpg,1Rk5lmY_lY5xw2JyKuvIgv7Rcm0PsBjig,https://drive.google.com/uc?export=view&id=1Rk5lmY_lY5xw2JyKuvIgv7Rcm0PsBjig,14-26083-003
14-26083-002.jpg,1W9NNm6vpdb1IYPc1UrZLGceze2pIlX0p,https://drive.google.com/uc?export=view&id=1W9NNm6vpdb1IYPc1UrZLGceze2pIlX0p,14-26083-002
14-26083-001.jpg,1oBmL-qq-ghT6c2njxEuBVr8K9Fn01wQg,https://drive.google.com/uc?export=view&id=1oBmL-qq-ghT6c2njxEuBVr8K9Fn01wQg,14-26083-001
14-26082-004.jpg,10sEJOA3UlRfkPobr7Pzp285jlEzs1Lvf,https://drive.google.com/uc?export=view&id=10sEJOA3UlRfkPobr7Pzp285jlEzs1Lvf,14-26082-004
14-26082-003.jpg,1Wq3muEc5q_evhBuGL7jaFYVQHq0lqGhz,https://drive.google.com/uc?export=view&id=1Wq3muEc5q_evhBuGL7jaFYVQHq0lqGhz,14-26082-003
14-26082-002.jpg,1wmKHDuOvE2CBsCU0Lk6VIkVgvNxhNk8H,https://drive.google.com/uc?export=view&id=1wmKHDuOvE2CBsCU0Lk6VIkVgvNxhNk8H,14-26082-002
14-26082-001.jpg,1dKji8a8hTl3MpEwFV5b7IxOCxq6a8fv_,https://drive.google.com/uc?export=view&id=1dKji8a8hTl3MpEwFV5b7IxOCxq6a8fv_,14-26082-001
14-26081-010.jpg,1_L5vgkac7Ki-UJqj7lLClF93bAKoNz_t,https://drive.google.com/uc?export=view&id=1_L5vgkac7Ki-UJqj7lLClF93bAKoNz_t,14-26081-010
14-26081-004.jpg,1GDVZgamGmYNEeZ7ir1-VwQCF11Z0oAwv,https://drive.google.com/uc?export=view&id=1GDVZgamGmYNEeZ7ir1-VwQCF11Z0oAwv,14-26081-004
14-26081-003.jpg,1GW4NsgoH-6uo48QTQiaRyUnvGcubBc9h,https://drive.google.com/uc?export=view&id=1GW4NsgoH-6uo48QTQiaRyUnvGcubBc9h,14-26081-003
14-26081-001.jpg,1_wv4Ook15BsQXjwOH4PQWFcsejUHzr9x,https://drive.google.com/uc?export=view&id=1_wv4Ook15BsQXjwOH4PQWFcsejUHzr9x,14-26081-001
14-26078-005.jpg,12_CEPr0HeNPw0bpQ_kZcedGyPwOX1flo,https://drive.google.com/uc?export=view&id=12_CEPr0HeNPw0bpQ_kZcedGyPwOX1flo,14-26078-005
14-26078-004.jpg,183qGo_hYGa6C9pd43Nx69sf-s7aRM0uF,https://drive.google.com/uc?export=view&id=183qGo_hYGa6C9pd43Nx69sf-s7aRM0uF,14-26078-004
14-26078-003.jpg,1mGfGCZYbwV92JVXhVCLOz1KgcfZBcCYN,https://drive.google.com/uc?export=view&id=1mGfGCZYbwV92JVXhVCLOz1KgcfZBcCYN,14-26078-003
14-26078-002.jpg,1Ak0bpOTOXMbG89xGqERdhp_qZHFb6M8B,https://drive.google.com/uc?export=view&id=1Ak0bpOTOXMbG89xGqERdhp_qZHFb6M8B,14-26078-002
14-26078-001.jpg,16sQZARSAHgDr-AyOhhMXLo-tydP7vWpm,https://drive.google.com/uc?export=view&id=16sQZARSAHgDr-AyOhhMXLo-tydP7vWpm,14-26078-001
